Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	BF5	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NFRAN_RS01155	NZ_LR216287.1	261579	263108	+	1530	3009	3182	3644	3423	2754	2059	2391	2042	2286	2600
NFRAN_RS01160	NZ_LR216287.1	263114	264070	-	957	2347	2455	2061	1803	2333	2421	1832	2395	2583	2880
NFRAN_RS13465	NZ_LR216287.1	264134	264286	+	153	32	8	13	26	22	9	2	16	0	6
NFRAN_RS01165	NZ_LR216287.1	264289	264492	+	204	295	99	221	215	212	67	121	73	69	198
NFRAN_RS01170	NZ_LR216287.1	264489	264710	+	222	267	215	271	214	289	109	155	141	113	85
NFRAN_RS01175	NZ_LR216287.1	264854	267439	+	2586	3624	2219	3951	3935	2935	2473	2017	2250	2485	2887
NFRAN_RS01180	NZ_LR216287.1	267429	268526	+	1098	1670	1660	1960	1925	1470	1289	988	958	1088	1334
NFRAN_RS01185	NZ_LR216287.1	268632	271325	-	2694	1885	2324	2038	2095	2053	2846	2822	2741	2727	4166
NFRAN_RS01190	NZ_LR216287.1	271700	272542	-	843	209	138	246	251	225	183	176	181	188	366
NFRAN_RS01195	NZ_LR216287.1	272663	273253	-	591	44	16	87	76	63	134	111	98	91	167
NFRAN_RS01200	NZ_LR216287.1	273605	274012	-	408	42	120	66	50	72	98	87	92	72	180
NFRAN_RS01205	NZ_LR216287.1	274121	274417	+	297	17	28	34	31	35	59	57	36	34	39
NFRAN_RS01210	NZ_LR216287.1	274866	275243	-	378	25	40	41	35	36	52	27	25	55	45
NFRAN_RS01215	NZ_LR216287.1	275581	275838	-	258	12	0	12	5	7	16	20	2	25	59
NFRAN_RS14085	NZ_LR216287.1	276023	276853	-	831	1063	878	957	1151	1032	1402	1379	1262	1446	1471
NFRAN_RS01225	NZ_LR216287.1	277052	277441	+	390	157	111	186	174	145	187	185	172	260	267
NFRAN_RS01230	NZ_LR216287.1	277861	278685	+	825	2815	3261	3310	3344	3654	4773	4965	4838	5013	6160
NFRAN_RS01235	NZ_LR216287.1	279443	280342	+	900	135	262	221	263	263	373	288	284	330	373
NFRAN_RS01240	NZ_LR216287.1	281793	281984	+	192	1328	1479	2280	2658	1402	682	975	731	771	1046
NFRAN_RS01245	NZ_LR216287.1	282349	282699	+	351	16	0	32	12	19	11	5	7	12	8
NFRAN_RS13470	NZ_LR216287.1	282719	282874	+	156	0	6	18	9	0	0	1	2	4	0
NFRAN_RS01250	NZ_LR216287.1	283029	283262	+	234	2	26	16	21	22	0	16	16	16	26
NFRAN_RS01255	NZ_LR216287.1	283845	284453	-	609	181	211	319	281	170	223	183	172	173	388
NFRAN_RS01260	NZ_LR216287.1	286261	286455	-	195	8	0	5	18	16	17	13	5	0	18
NFRAN_RS01265	NZ_LR216287.1	286452	287315	-	864	26	126	27	31	76	80	59	54	109	69
NFRAN_RS01270	NZ_LR216287.1	288412	289242	-	831	538	803	675	696	742	1140	920	1048	1085	1433
NFRAN_RS13475	NZ_LR216287.1	289525	289668	+	144	6	6	4	6	6	16	24	19	29	12
NFRAN_RS01275	NZ_LR216287.1	290235	291488	-	1254	6521	6159	6967	6525	5862	7409	6350	6258	7667	8926
NFRAN_RS01280	NZ_LR216287.1	291566	293707	-	2142	15267	11839	16266	16373	12840	16588	14856	15187	16254	18464
NFRAN_RS01285	NZ_LR216287.1	293709	294497	-	789	2591	1987	3247	3309	2378	2865	2617	2586	2492	3477
NFRAN_RS01290	NZ_LR216287.1	294561	295316	-	756	6185	5454	7841	7205	5175	6000	5519	5365	6829	7693
NFRAN_RS01295	NZ_LR216287.1	295903	296484	+	582	2573	3140	3313	3235	3638	4518	4467	3225	5018	5327
NFRAN_RS01300	NZ_LR216287.1	296938	297480	+	543	268	324	364	279	262	418	422	288	440	336
NFRAN_RS01305	NZ_LR216287.1	297577	297915	-	339	2521	3046	2911	2643	2910	4130	3769	4131	4205	5529
NFRAN_RS01310	NZ_LR216287.1	298904	299512	-	609	31	4	79	60	70	98	73	103	77	185
NFRAN_RS01315	NZ_LR216287.1	299878	300654	-	777	677	1038	945	1279	1086	1124	1085	1129	1278	1449
NFRAN_RS01320	NZ_LR216287.1	300935	301168	-	234	16	120	82	49	59	78	46	50	38	68
NFRAN_RS01325	NZ_LR216287.1	302346	302648	-	303	3	0	3	4	2	1	1	0	6	0
NFRAN_RS13480	NZ_LR216287.1	302639	302821	-	183	0	0	0	0	0	1	0	0	0	0
NFRAN_RS01330	NZ_LR216287.1	302767	302955	-	189	18	20	11	22	18	8	9	6	15	31
NFRAN_RS01335	NZ_LR216287.1	303066	305219	+	2154	3386	4572	3327	3429	3571	5482	4866	4274	5795	6660
NFRAN_RS01340	NZ_LR216287.1	305556	305765	-	210	216	145	273	300	190	291	155	179	206	268
NFRAN_RS13485	NZ_LR216287.1	305960	306100	-	141	3615	3324	3909	4748	3838	3378	3366	3578	4362	4670
NFRAN_RS01345	NZ_LR216287.1	306200	306529	-	330	1630	2136	1736	2051	2209	3054	2600	2571	3224	3351
NFRAN_RS01350	NZ_LR216287.1	306608	307006	-	399	750	1453	915	958	1045	1475	1213	1459	1439	2221
NFRAN_RS01355	NZ_LR216287.1	307718	308137	-	420	1776	1722	2810	2675	2157	2199	1994	2163	2105	2544
NFRAN_RS01360	NZ_LR216287.1	308302	308514	+	213	6266	5344	8242	7263	4943	4737	3995	4190	5144	5935
NFRAN_RS01365	NZ_LR216287.1	308878	310881	-	2004	74149	77167	67341	67478	90328	136994	117024	122955	147395	170407
NFRAN_RS01370	NZ_LR216287.1	310919	311251	-	333	4796	4176	4410	4023	5274	7851	5846	7716	11627	10729
NFRAN_RS13490	NZ_LR216287.1	311257	311415	-	159	3358	4723	3271	3536	4056	7253	5322	7558	7845	8394
NFRAN_RS01375	NZ_LR216287.1	311420	312073	-	654	14806	15709	15360	14602	20092	24854	22147	24632	31597	34169
NFRAN_RS01380	NZ_LR216287.1	312091	313482	-	1392	74518	81239	69840	65914	92441	125409	117057	125113	165117	159976
NFRAN_RS01385	NZ_LR216287.1	313483	315249	-	1767	48946	58893	49344	48234	67513	82464	74496	88924	125053	119196
NFRAN_RS01390	NZ_LR216287.1	315270	315614	-	345	7085	10773	6562	5438	8583	11294	10691	11261	14561	14074
NFRAN_RS01395	NZ_LR216287.1	315624	316691	-	1068	23691	25017	20351	20041	30607	43361	37870	42898	52234	55541
NFRAN_RS01400	NZ_LR216287.1	316693	317259	-	567	17819	18401	11738	10850	18226	25740	20706	29555	39445	40548
NFRAN_RS14090	NZ_LR216287.1	317272	317619	-	348	5559	5486	5591	6366	8653	12882	10870	11437	16028	16412
NFRAN_RS01410	NZ_LR216287.1	318009	318920	+	912	544	615	837	923	874	1349	1057	1109	1578	1676
NFRAN_RS01415	NZ_LR216287.1	319385	320038	+	654	4557	3478	3412	2924	3379	2670	2722	3236	3962	4168
NFRAN_RS01420	NZ_LR216287.1	320149	320532	+	384	1536	1800	1829	1914	2203	2957	2613	2942	3436	4233
NFRAN_RS01425	NZ_LR216287.1	320734	322434	-	1701	26896	25857	29815	28666	26578	32484	25614	25274	32623	34979
NFRAN_RS01430	NZ_LR216287.1	322524	323177	-	654	2700	3352	3363	2813	3114	3239	2735	2498	3716	3651
NFRAN_RS01435	NZ_LR216287.1	323273	324478	+	1206	4933	5698	5104	4895	5697	5832	5711	5912	6963	8003
NFRAN_RS01440	NZ_LR216287.1	324618	325232	+	615	550	403	515	790	842	946	717	807	930	1048
NFRAN_RS01445	NZ_LR216287.1	325554	326393	-	840	2018	3067	1964	1672	2434	4735	4384	3989	4866	5427
NFRAN_RS01450	NZ_LR216287.1	326714	327310	-	597	34	80	22	88	41	43	35	25	49	79
NFRAN_RS13495	NZ_LR216287.1	327331	327513	-	183	12	0	49	38	33	20	50	17	59	52
NFRAN_RS01455	NZ_LR216287.1	328046	328303	-	258	21	43	51	83	37	30	33	20	33	64
NFRAN_RS01460	NZ_LR216287.1	328546	330060	-	1515	5939	6426	7809	7433	6151	4472	4742	4277	4466	5787
NFRAN_RS01465	NZ_LR216287.1	330472	330858	-	387	49	74	53	82	110	152	126	95	79	217
NFRAN_RS01470	NZ_LR216287.1	331015	331620	-	606	0	0	0	0	8	5	0	0	0	10
NFRAN_RS01475	NZ_LR216287.1	331879	332958	+	1080	1112	1272	1118	1100	1455	2117	1843	1879	2264	2420
NFRAN_RS01480	NZ_LR216287.1	332997	333428	+	432	500	585	432	542	671	730	791	765	956	1175
NFRAN_RS01485	NZ_LR216287.1	333983	334468	-	486	719	610	627	656	659	435	424	396	574	689
NFRAN_RS01490	NZ_LR216287.1	336220	336465	+	246	46	24	95	57	76	68	79	83	142	110
NFRAN_RS01495	NZ_LR216287.1	336841	337962	+	1122	5517	2627	7439	5697	4860	2729	3330	3585	4933	4239
NFRAN_RS01500	NZ_LR216287.1	339207	339767	-	561	85	89	115	99	171	280	208	223	257	346
NFRAN_RS01505	NZ_LR216287.1	340008	340757	+	750	507	596	689	666	623	495	635	478	554	659
NFRAN_RS01510	NZ_LR216287.1	341593	342771	-	1179	17537	17924	20763	19222	17749	19044	16074	15480	16538	21052
NFRAN_RS01515	NZ_LR216287.1	343641	343952	-	312	951	1254	1223	1652	1865	1980	2424	2310	2344	3617
NFRAN_RS01520	NZ_LR216287.1	344798	345061	+	264	361	308	395	478	380	451	497	387	627	660
NFRAN_RS01525	NZ_LR216287.1	346183	346926	+	744	17056	21062	18732	17192	17409	15785	17541	17271	19731	23985
NFRAN_RS01530	NZ_LR216287.1	347596	348303	-	708	1400	1564	1807	1916	1921	2298	2333	2202	2661	2563
NFRAN_RS14200	NZ_LR216287.1	348831	349256	-	426	278	365	346	316	287	254	313	271	489	441
NFRAN_RS14205	NZ_LR216287.1	349275	349802	-	528	105	101	210	153	99	151	92	140	131	123
NFRAN_RS01540	NZ_LR216287.1	350428	350670	-	243	5356	7776	4200	5028	6067	9186	9918	9529	9916	12377
NFRAN_RS01545	NZ_LR216287.1	350681	351166	-	486	4832	5421	3892	5824	5944	9775	10261	8821	10476	17363
NFRAN_RS01550	NZ_LR216287.1	351484	351798	-	315	747	712	1063	1302	1033	1138	959	1028	1116	1607
NFRAN_RS01555	NZ_LR216287.1	352200	352273	-	74	326	398	610	552	746	391	396	492	550	972
NFRAN_RS01560	NZ_LR216287.1	352318	352989	-	672	13583	11321	16619	16010	15088	16476	14853	15538	16430	22760
NFRAN_RS13500	NZ_LR216287.1	353955	354122	+	168	128	145	207	257	184	158	75	79	163	147
NFRAN_RS01565	NZ_LR216287.1	354740	354835	+	96	16	22	22	29	66	69	71	44	110	119
NFRAN_RS01570	NZ_LR216287.1	357354	357533	+	180	46	32	57	65	74	188	153	159	168	258
NFRAN_RS01575	NZ_LR216287.1	359092	359930	-	839	41	56	47	53	51	20	14	11	11	27
NFRAN_RS01580	NZ_LR216287.1	360370	360591	+	222	149	274	226	255	192	447	407	332	391	611
NFRAN_RS01585	NZ_LR216287.1	360895	361128	-	234	18	45	48	16	26	15	1	8	37	33
NFRAN_RS01590	NZ_LR216287.1	362226	362786	+	561	321	617	422	461	393	481	379	391	452	663
NFRAN_RS01595	NZ_LR216287.1	362858	363160	-	303	1006	1489	1000	1085	1353	1234	1328	1344	1348	1939
NFRAN_RS01600	NZ_LR216287.1	363929	364141	-	213	3029	2562	4838	4869	3126	1822	1786	1780	1964	2558
NFRAN_RS01605	NZ_LR216287.1	364370	364900	-	531	1747	1337	2065	2374	1758	2156	2248	2106	2534	3235
NFRAN_RS13505	NZ_LR216287.1	365053	365193	+	141	4	59	36	47	71	22	49	38	36	87
NFRAN_RS01610	NZ_LR216287.1	365372	366037	-	666	449	650	496	537	714	670	699	706	817	977
NFRAN_RS01615	NZ_LR216287.1	366357	367235	+	879	5921	6205	6364	6217	7601	11415	8577	9396	10861	13399
NFRAN_RS01620	NZ_LR216287.1	367452	368219	-	768	870	1381	744	892	1403	2414	2272	2420	2719	2864
NFRAN_RS01625	NZ_LR216287.1	368307	369002	+	696	365	495	478	607	589	579	488	586	539	705
NFRAN_RS01630	NZ_LR216287.1	369074	369397	-	324	4892	4065	5536	4952	4927	4046	3491	3902	4062	5825
NFRAN_RS01635	NZ_LR216287.1	369517	370323	+	807	1325	1096	1751	1898	1906	2022	1841	1733	2254	2763
NFRAN_RS01645	NZ_LR216287.1	373734	374882	-	1149	7321	9006	7878	7304	9302	15016	13072	13854	17278	19808
NFRAN_RS01650	NZ_LR216287.1	374936	376171	-	1236	1659	2429	2246	1701	2261	3188	2679	2508	3373	3624
NFRAN_RS01655	NZ_LR216287.1	376313	377500	+	1188	13092	13865	14211	16307	16374	24321	22158	18875	20999	25538
NFRAN_RS01660	NZ_LR216287.1	377535	377876	+	342	3457	4910	3860	4131	4592	6445	5407	5626	6881	8022
NFRAN_RS01665	NZ_LR216287.1	378016	378342	+	327	465	643	431	452	470	699	655	692	785	983
NFRAN_RS01670	NZ_LR216287.1	378382	379674	+	1293	5298	6750	5110	5649	7126	10870	9099	9863	11805	14586
NFRAN_RS01675	NZ_LR216287.1	379649	380257	-	609	1057	1338	1313	998	1441	1577	1490	1604	1897	1907
NFRAN_RS01680	NZ_LR216287.1	380250	381101	-	852	2083	1746	2431	2647	2678	3166	2671	3040	3723	4507
NFRAN_RS01685	NZ_LR216287.1	381213	382037	-	825	12957	13120	15481	13378	13717	13261	13686	12069	17407	17004
NFRAN_RS01690	NZ_LR216287.1	382239	382871	-	633	1121	1283	1471	1281	1243	1388	1343	1181	1664	1737
NFRAN_RS01695	NZ_LR216287.1	383100	383660	-	561	1958	1753	2111	1938	2022	2870	2328	2198	2815	3262
NFRAN_RS01700	NZ_LR216287.1	383749	383823	-	75	77	138	45	110	101	138	117	89	134	240
NFRAN_RS01705	NZ_LR216287.1	383973	384227	-	255	275	430	348	233	589	677	590	545	848	860
NFRAN_RS01710	NZ_LR216287.1	384381	384794	+	414	982	1000	1518	1488	1130	811	702	798	836	1165
NFRAN_RS01715	NZ_LR216287.1	384835	385809	+	975	8776	6187	10733	9488	7246	5595	5456	4760	5750	6796
NFRAN_RS01720	NZ_LR216287.1	385816	386127	-	312	13027	15937	14517	13463	17526	21100	20670	22849	28350	28852
NFRAN_RS01725	NZ_LR216287.1	386141	387454	-	1314	67098	104415	76292	66160	86472	118215	110965	108660	146628	143199
NFRAN_RS01730	NZ_LR216287.1	387692	388042	-	351	877	1065	957	1067	1159	1041	1013	1108	1198	1704
NFRAN_RS01735	NZ_LR216287.1	388222	388548	-	327	3053	5046	4298	5364	4904	4464	4379	5003	5403	8637
NFRAN_RS01740	NZ_LR216287.1	388916	392167	-	3252	8708	9930	8276	8498	10166	12701	11799	11817	14607	16357
NFRAN_RS01745	NZ_LR216287.1	392406	392939	+	534	4371	6104	3803	3415	4683	6989	5955	6849	9967	7688
NFRAN_RS01750	NZ_LR216287.1	392940	394277	-	1338	7977	10694	8881	8934	9625	13358	11791	13026	16057	16540
NFRAN_RS01755	NZ_LR216287.1	394468	395271	+	804	1896	2279	1636	1813	2333	3820	3395	3497	3929	5130
NFRAN_RS01760	NZ_LR216287.1	395261	396127	-	867	1423	1337	1277	1122	1569	2266	2125	2106	2281	2140
NFRAN_RS01765	NZ_LR216287.1	396217	396423	+	207	273	418	521	487	552	626	571	531	714	843
NFRAN_RS01775	NZ_LR216287.1	396910	398130	+	1221	8688	7694	10380	8407	7936	6768	5869	5728	7346	8426
NFRAN_RS01780	NZ_LR216287.1	398389	398886	-	498	1201	1588	1267	1245	1558	1910	1771	1795	1804	2162
NFRAN_RS01785	NZ_LR216287.1	398873	399679	-	807	1794	1879	1685	1611	2148	2833	2293	2142	3190	3043
NFRAN_RS01790	NZ_LR216287.1	400007	400080	+	74	81	134	100	167	163	204	271	235	289	361
NFRAN_RS01795	NZ_LR216287.1	400319	400603	-	285	32	20	92	47	51	104	76	112	125	188
NFRAN_RS01800	NZ_LR216287.1	401658	402263	-	606	4	0	4	0	5	15	2	7	10	11
NFRAN_RS01805	NZ_LR216287.1	402408	404306	+	1899	1836	1914	1907	1795	1824	2485	2226	2465	2615	3094
NFRAN_RS01810	NZ_LR216287.1	404905	405660	-	756	2548	2819	3423	2531	2879	2880	2994	2834	3265	4284
NFRAN_RS01815	NZ_LR216287.1	405762	406181	-	420	746	918	1135	1056	1177	1364	1455	1189	1306	1913
NFRAN_RS01820	NZ_LR216287.1	406260	407888	-	1629	6041	8348	6382	7673	6491	7354	6967	6874	7090	8916
NFRAN_RS01825	NZ_LR216287.1	407888	408547	-	660	1995	3844	2480	2734	2717	2830	2814	2750	2902	4463
NFRAN_RS01830	NZ_LR216287.1	408803	409117	+	315	260	307	324	529	484	446	393	417	531	682
NFRAN_RS01835	NZ_LR216287.1	409193	410107	+	915	2351	2181	2937	3491	4152	4400	4083	3781	4906	6122
NFRAN_RS01840	NZ_LR216287.1	410142	410354	-	213	715	620	672	813	902	885	730	775	1081	1745
NFRAN_RS01845	NZ_LR216287.1	410416	412620	-	2205	54426	41382	53894	50086	52678	56387	45617	51820	67289	71490
NFRAN_RS01850	NZ_LR216287.1	412648	412929	-	282	6906	7214	9236	7989	8918	9499	7736	8433	12629	11907
NFRAN_RS01855	NZ_LR216287.1	412935	413114	-	180	2288	1574	2993	3174	3188	3241	3028	2530	3936	4237
NFRAN_RS01860	NZ_LR216287.1	413141	414331	-	1191	4320	5299	4509	4045	5681	6181	5540	6226	8043	9314
NFRAN_RS01865	NZ_LR216287.1	414387	415592	-	1206	4220	4393	4499	4003	4801	5215	5054	4618	6179	5827
NFRAN_RS01870	NZ_LR216287.1	415884	416378	-	495	27073	23117	24731	21791	29493	41322	34822	34123	40334	46242
NFRAN_RS01875	NZ_LR216287.1	416406	417101	+	696	1941	2651	2354	2086	2780	3316	2805	3176	4213	4581
NFRAN_RS01880	NZ_LR216287.1	417136	417528	+	393	1137	1583	1259	1310	1598	1800	1590	1763	2045	2445
NFRAN_RS01885	NZ_LR216287.1	419515	419826	+	312	823	688	1521	1324	1119	1642	1540	1282	1996	1975
NFRAN_RS01890	NZ_LR216287.1	420102	421799	-	1698	12085	14925	12495	12424	14677	18441	16597	17537	20492	23225
NFRAN_RS01895	NZ_LR216287.1	421790	423361	-	1572	11833	12788	12791	13176	13681	17315	15108	16106	18959	24020
NFRAN_RS01900	NZ_LR216287.1	423427	424680	+	1254	3304	3669	4115	3697	4078	4057	4023	4049	4529	5634
NFRAN_RS01905	NZ_LR216287.1	424695	424991	+	297	125	102	156	175	147	211	167	167	147	254
NFRAN_RS01910	NZ_LR216287.1	424988	425320	-	333	433	796	419	440	485	836	888	816	915	1292
NFRAN_RS01915	NZ_LR216287.1	425389	425868	-	480	196	381	260	265	404	478	344	390	456	565
NFRAN_RS01920	NZ_LR216287.1	425967	426620	+	654	5660	5616	8641	7972	10684	8682	7923	7764	9778	9834
NFRAN_RS01925	NZ_LR216287.1	426637	427365	-	729	1257	2115	1850	1843	1652	1795	1749	1838	2231	2373
NFRAN_RS01930	NZ_LR216287.1	427868	429550	-	1683	2050	2548	2691	2669	2439	2515	2007	2034	2843	3254
NFRAN_RS01935	NZ_LR216287.1	429720	430094	-	375	589	779	682	590	697	921	914	962	1122	1451
NFRAN_RS14210	NZ_LR216287.1	430627	431931	+	1305	1129	1261	1437	2090	1779	2177	1911	1931	1797	2231
NFRAN_RS14095	NZ_LR216287.1	432901	433071	-	171	6	2	10	4	2	30	22	10	26	10
NFRAN_RS14100	NZ_LR216287.1	433313	433516	+	204	7	53	34	32	14	15	2	16	20	14
NFRAN_RS01950	NZ_LR216287.1	434271	434367	+	97	59	100	56	54	89	152	123	174	162	225
NFRAN_RS01955	NZ_LR216287.1	435468	436097	+	630	35574	33234	42282	43238	33928	23985	25074	23333	23322	29538
NFRAN_RS01960	NZ_LR216287.1	436335	437102	-	768	24	60	34	64	76	64	85	95	122	145
NFRAN_RS13510	NZ_LR216287.1	437093	437266	-	174	8	5	26	22	6	25	14	2	8	12
NFRAN_RS01970	NZ_LR216287.1	437946	438167	-	222	2	26	4	12	16	37	8	33	13	46
NFRAN_RS01975	NZ_LR216287.1	438464	439180	+	717	196	253	367	328	220	293	209	223	277	425
NFRAN_RS01980	NZ_LR216287.1	439564	440550	-	987	184	176	196	176	222	314	263	258	356	265
NFRAN_RS01985	NZ_LR216287.1	440564	441169	-	606	0	0	4	7	6	15	10	0	0	17
NFRAN_RS01990	NZ_LR216287.1	441725	441988	-	264	33	160	60	79	103	63	46	47	89	84
NFRAN_RS14290	NZ_LR216287.1	441981	442106	-	126	0	0	0	10	4	0	8	0	4	0
NFRAN_RS01995	NZ_LR216287.1	442345	442845	-	501	57	95	202	148	162	249	179	181	170	337
NFRAN_RS02000	NZ_LR216287.1	443212	443946	-	735	362	717	393	431	668	1206	1194	1095	1108	2003
NFRAN_RS02005	NZ_LR216287.1	444519	445016	-	498	383	457	443	348	668	958	855	884	820	1098
NFRAN_RS02010	NZ_LR216287.1	445488	445700	-	213	0	0	0	0	0	0	0	0	6	10
NFRAN_RS02015	NZ_LR216287.1	445712	446299	-	588	6	39	14	10	0	0	4	2	8	0
NFRAN_RS02020	NZ_LR216287.1	446620	447426	+	807	78	58	49	61	56	164	120	140	165	244
NFRAN_RS13515	NZ_LR216287.1	450190	450327	-	138	0	26	4	6	20	8	13	2	6	18
NFRAN_RS02025	NZ_LR216287.1	450996	451445	-	450	3484	5893	4257	4392	5054	8529	8197	7606	10153	10438
NFRAN_RS02030	NZ_LR216287.1	452005	453093	-	1089	9770	12270	12579	11108	9266	7179	8357	8134	8700	9442
NFRAN_RS02035	NZ_LR216287.1	453953	454327	+	375	1575	1658	1872	1824	1928	1976	2048	1650	1890	2577
NFRAN_RS02040	NZ_LR216287.1	454488	455051	-	564	61	24	61	29	78	28	13	28	15	33
NFRAN_RS02045	NZ_LR216287.1	455423	455854	+	432	118	129	160	247	205	144	177	162	170	257
NFRAN_RS02050	NZ_LR216287.1	456000	457022	+	1023	72161	82460	56738	78049	85787	143172	153046	143081	142040	221172
NFRAN_RS02055	NZ_LR216287.1	457528	457917	+	390	7268	8365	8933	7715	8968	9680	8680	8505	9760	11644
NFRAN_RS02060	NZ_LR216287.1	458212	459141	+	930	231	179	231	251	297	366	257	305	427	409
NFRAN_RS02065	NZ_LR216287.1	459148	459387	-	240	27553	23685	39998	26674	27532	28813	25137	25340	31680	41548
NFRAN_RS02070	NZ_LR216287.1	459482	459739	-	258	20690	22411	25340	27275	26122	22205	23610	22138	25093	34882
NFRAN_RS02075	NZ_LR216287.1	460090	461151	+	1062	44712	33645	49591	42800	40775	39429	35767	36798	44655	46636
NFRAN_RS02080	NZ_LR216287.1	461180	461704	-	525	359	632	357	335	455	362	431	393	447	413
NFRAN_RS02085	NZ_LR216287.1	461762	462382	+	621	2903	3883	3780	3697	3174	2473	2761	2913	3344	3628
NFRAN_RS02090	NZ_LR216287.1	462396	463235	-	840	2560	3010	3268	2777	2890	3323	3296	3009	3924	4268
NFRAN_RS02095	NZ_LR216287.1	463272	463901	-	630	4303	4432	4640	4411	5140	6182	5483	5756	8150	7233
NFRAN_RS02100	NZ_LR216287.1	463941	465116	-	1176	5334	6152	5438	4923	5874	8229	6540	7361	9586	9852
NFRAN_RS02105	NZ_LR216287.1	465186	466238	-	1053	19106	18553	22789	21931	25432	23509	20535	22647	29734	30320
NFRAN_RS02110	NZ_LR216287.1	466296	466628	-	333	1601	1343	1899	2064	1353	1049	1044	1178	1567	1460
NFRAN_RS02115	NZ_LR216287.1	466643	467491	-	849	6731	6382	9937	8835	7832	5696	6282	6554	8945	8694
NFRAN_RS02120	NZ_LR216287.1	467598	467692	+	95	228	672	324	298	306	465	468	446	722	619
NFRAN_RS02125	NZ_LR216287.1	467973	468578	+	606	0	0	8	6	6	3	6	24	18	3
NFRAN_RS02130	NZ_LR216287.1	468859	470439	+	1581	2378	2649	2537	2710	2465	3151	2850	2608	3538	3939
NFRAN_RS02135	NZ_LR216287.1	470948	471313	+	366	557	1112	956	1085	1012	1042	998	868	1049	1505
NFRAN_RS13520	NZ_LR216287.1	471590	471757	+	168	1713	1544	2384	1874	1639	1794	1601	1462	2009	2000
NFRAN_RS02140	NZ_LR216287.1	471972	472151	-	180	506	665	674	877	829	927	921	853	1102	1322
NFRAN_RS02145	NZ_LR216287.1	472239	472532	+	294	1608	2064	2344	2415	2759	2273	1782	2295	2554	3472
NFRAN_RS02150	NZ_LR216287.1	472609	473535	-	927	10934	10951	10983	10625	13331	16777	16382	15137	18132	21817
NFRAN_RS02155	NZ_LR216287.1	473522	473956	+	435	401	257	326	336	370	414	425	390	483	559
NFRAN_RS02160	NZ_LR216287.1	473946	475271	-	1326	6545	8077	7306	6716	7412	9188	8985	8515	10909	11967
NFRAN_RS02165	NZ_LR216287.1	475364	475879	-	516	1712	1732	2031	1837	2067	2674	2009	2131	2871	3056
NFRAN_RS02170	NZ_LR216287.1	476039	476302	-	264	1691	2114	2349	1877	1514	1158	1177	996	1419	1257
NFRAN_RS02175	NZ_LR216287.1	476606	477553	+	948	3093	2661	3286	2782	3033	3914	3184	3154	3959	4592
NFRAN_RS02180	NZ_LR216287.1	477698	478948	+	1251	16690	16701	22885	18517	15336	13309	11624	12072	13992	16028
NFRAN_RS02185	NZ_LR216287.1	478945	479373	+	429	2579	3061	4148	4073	3270	3483	2810	2653	3545	3785
NFRAN_RS02190	NZ_LR216287.1	479455	480336	+	882	1496	1539	1820	1643	1411	1419	1010	1167	1589	1742
NFRAN_RS02195	NZ_LR216287.1	480406	480747	-	342	338	369	568	469	466	598	479	402	602	914
NFRAN_RS13525	NZ_LR216287.1	480995	481150	-	156	424	836	364	878	839	1399	1485	1470	1374	2031
NFRAN_RS02200	NZ_LR216287.1	481400	482659	+	1260	11912	13294	11963	13725	15370	18121	17385	16574	19766	21319
NFRAN_RS02205	NZ_LR216287.1	482951	483301	-	351	67792	43181	81947	72904	54399	43574	40108	42877	47329	62036
NFRAN_RS02210	NZ_LR216287.1	483401	485518	-	2118	24991	28004	23017	23317	31388	45581	45390	44832	58171	53952
NFRAN_RS02215	NZ_LR216287.1	485695	486405	-	711	525	566	571	507	663	991	764	961	978	1154
NFRAN_RS02220	NZ_LR216287.1	486771	487400	+	630	128	235	140	177	220	336	251	233	283	298
NFRAN_RS02225	NZ_LR216287.1	487442	487972	-	531	1314	1538	1406	941	1488	1779	1635	1709	2045	2489
NFRAN_RS02230	NZ_LR216287.1	487977	488864	-	888	1260	949	1330	1393	1358	1790	1490	1383	1816	1974
NFRAN_RS02235	NZ_LR216287.1	489051	489929	+	879	184	152	214	198	303	260	165	234	187	289
NFRAN_RS02240	NZ_LR216287.1	490007	490627	+	621	8241	6169	7987	7463	7210	8492	7106	7713	10284	9461
NFRAN_RS02245	NZ_LR216287.1	490914	491729	+	816	5047	4887	5315	5431	6177	8390	6982	6996	8220	9978
NFRAN_RS02250	NZ_LR216287.1	491739	493583	+	1845	13985	12037	11734	10336	11458	13857	11543	12416	16704	14604
NFRAN_RS02255	NZ_LR216287.1	493606	494271	-	666	9828	10274	9678	9872	11972	17097	14821	14911	18754	21524
NFRAN_RS02260	NZ_LR216287.1	494268	495245	-	978	21511	20913	20705	19020	23595	32117	31606	30016	39845	40692
NFRAN_RS02265	NZ_LR216287.1	495333	496994	-	1662	13595	16545	13445	13619	15847	24122	21266	24451	30354	30853
NFRAN_RS02270	NZ_LR216287.1	498331	499611	+	1281	8655	5927	9462	8564	7184	6919	6046	5848	7383	7518
NFRAN_RS02275	NZ_LR216287.1	499954	500748	+	795	3315	2937	4070	4238	3432	2870	2693	2737	3025	3953
NFRAN_RS02280	NZ_LR216287.1	501019	501618	+	600	1682	1610	2042	1717	1727	1461	1214	1551	1743	2103
