Geneid	Chr	Start	End	Strand	Length	./Nvie_BF1_mRNA_sorted.bam	./Nvie_BF2_mRNA_sorted.bam	./Nvie_BF3_mRNA_sorted.bam	./Nvie_BF4_mRNA_sorted.bam	./Nvie_BF5_mRNA_sorted.bam	./Nvie_ctrl1_mRNA_sorted.bam	./Nvie_ctrl2_mRNA_sorted.bam	./Nvie_ctrl3_mRNA_sorted.bam	./Nvie_ctrl4_mRNA_sorted.bam	./Nvie_ctrl5_mRNA_sorted.bam
NVIE_002510	CP007536.1	217950	218258	+	309	742	854	1037	1108	906	836	989	880	754	495
NVIE_002520	CP007536.1	218261	218446	-	186	369	393	387	503	507	341	422	456	308	255
NVIE_002530	CP007536.1	218570	218818	-	249	218	205	410	405	281	101	135	105	53	54
NVIE_002540	CP007536.1	218918	219325	+	408	1381	1649	1845	1960	2100	4843	4390	4618	3036	3028
NVIE_002550	CP007536.1	219358	219537	+	180	41	79	59	51	114	251	257	203	159	143
NVIE_002560	CP007536.1	219708	219872	-	165	104	188	182	238	217	524	411	473	324	203
NVIE_002570	CP007536.1	219865	220023	-	159	0	0	0	0	0	0	0	0	0	0
NVIE_002580	CP007536.1	220124	220954	-	831	63	96	84	117	85	167	124	148	129	77
NVIE_002590	CP007536.1	221026	222069	-	1044	1673	2806	2882	2492	3575	3275	3679	3513	2507	2190
NVIE_002600	CP007536.1	222170	222631	-	462	26252	31218	36698	29538	38721	56088	53529	48495	38606	35629
NVIE_002610	CP007536.1	222678	224309	-	1632	85622	135913	114591	69401	103114	106184	107485	102508	88938	83491
NVIE_002620	CP007536.1	224287	224907	-	621	20253	32205	31045	23370	31551	32964	32370	33568	22628	23412
NVIE_002630	CP007536.1	224949	225521	-	573	2269	2493	2372	2653	2759	5454	4548	5201	3875	3329
NVIE_002640	CP007536.1	225475	226566	-	1092	3252	4656	3970	3175	4488	7062	5650	5779	5232	4527
NVIE_002650	CP007536.1	226585	227730	-	1146	8074	9920	8137	5890	9211	13907	10934	12467	15548	9769
NVIE_002660	CP007536.1	227740	228618	-	879	9358	11794	13444	10720	14701	22139	20821	16946	15039	12437
NVIE_002670	CP007536.1	228615	228782	-	168	435	653	563	517	538	723	632	689	556	457
NVIE_002680	CP007536.1	228789	230015	-	1227	6953	9618	12842	8200	8959	13048	10572	10507	11094	8278
NVIE_002690	CP007536.1	230175	231653	-	1479	5534	9187	8142	6060	8851	10799	10077	10098	9229	7947
NVIE_002700	CP007536.1	231771	232058	+	288	704	1303	1302	1428	1402	1849	1622	1533	1328	965
NVIE_002710	CP007536.1	232129	232494	+	366	4769	9348	8652	6082	8528	11103	9722	10647	7868	7429
NVIE_002720	CP007536.1	232500	234245	-	1746	423	739	653	537	691	933	990	1015	896	722
NVIE_002730	CP007536.1	234293	235135	-	843	12821	17753	14061	12195	18664	33225	29744	30915	27991	23824
NVIE_002740	CP007536.1	235148	235507	-	360	1525	2368	1691	1527	2464	2851	2638	3405	2740	2301
NVIE_002750	CP007536.1	235504	235950	-	447	1558	1995	1617	1714	2478	3620	3057	3013	2549	2113
NVIE_002760	CP007536.1	235957	237669	-	1713	7169	8083	6670	6344	9266	13849	12112	13487	12630	9591
NVIE_002770	CP007536.1	237847	238149	+	303	581	743	737	819	861	1752	1742	1839	1465	1075
NVIE_002780	CP007536.1	238250	238633	+	384	1970	2812	2570	2275	3281	3203	2436	2624	2081	2255
NVIE_002790	CP007536.1	238703	239065	+	363	3199	5380	5424	3943	5519	5805	5665	6471	4657	3966
NVIE_002800	CP007536.1	239086	239367	+	282	1249	1862	1591	1516	2038	3363	2982	3065	2343	1978
NVIE_002810	CP007536.1	239364	240752	-	1389	2061	2896	2510	1863	3232	4297	3505	4003	3738	2656
NVIE_002820	CP007536.1	240725	240943	+	219	3256	4006	4989	5158	5234	5811	7148	4030	3306	2979
NVIE_002830	CP007536.1	240947	241312	+	366	1946	2933	3728	2827	3107	4830	3333	3382	2448	2453
NVIE_002840	CP007536.1	241360	241791	+	432	536	927	788	638	932	1478	1057	1324	1120	755
NVIE_002850	CP007536.1	241807	242319	-	513	3523	2693	9045	7492	5348	1666	1769	1406	1241	955
NVIE_002860	CP007536.1	242367	242492	+	126	0	7	1	8	6	0	4	6	5	0
NVIE_002870	CP007536.1	242551	242658	+	108	0	0	0	0	0	0	0	1	0	0
NVIE_002880	CP007536.1	242687	245917	+	3231	2275	3911	3209	3980	5586	8700	8082	8976	6563	5860
NVIE_0290	CP007536.1	245849	245929	-	81	12	26	14	28	40	6	36	24	16	20
NVIE_002890	CP007536.1	246137	246757	+	621	1259	1590	1540	1860	2284	5612	4692	4907	4956	3532
NVIE_002900	CP007536.1	246754	247080	+	327	131	155	114	205	206	535	474	499	361	299
NVIE_002910	CP007536.1	247087	248112	-	1026	10933	15833	13475	8995	11384	12253	12375	10565	9267	8492
NVIE_0294	CP007536.1	248166	248921	-	756	6230	10270	10329	7537	10805	8787	7989	8592	6414	5722
NVIE_002920	CP007536.1	249016	249342	-	327	3773	5634	5476	4427	6005	5152	4888	5585	4301	3766
NVIE_002930	CP007536.1	249352	249663	-	312	5650	5920	6177	5990	6556	6988	7232	6953	7647	4472
NVIE_002940	CP007536.1	249862	250080	+	219	120	138	202	176	174	156	216	158	160	122
NVIE_002950	CP007536.1	250066	250239	-	174	419	596	536	483	758	663	609	674	476	400
NVIE_0298	CP007536.1	250150	250293	+	144	0	6	7	8	14	33	20	8	1	9
NVIE_002960	CP007536.1	250340	250798	-	459	727	907	853	923	1085	1048	1357	1124	814	719
NVIE_002970	CP007536.1	250857	251492	+	636	7	9	3	5	21	20	37	26	9	22
NVIE_002980	CP007536.1	251570	251902	+	333	3438	3785	4591	4145	4324	2866	3213	2608	2453	1884
NVIE_002990	CP007536.1	251868	252341	-	474	6671	10728	9373	7091	11098	15825	12978	15471	11661	10935
NVIE_t0040	CP007536.1	252392	252517	+	126	215	238	122	243	251	526	461	416	371	371
NVIE_003000	CP007536.1	252885	255587	+	2703	2215	3413	4212	2879	4020	6150	5594	5365	4173	3895
NVIE_003010	CP007536.1	255846	256991	-	1146	6811	12263	9661	6776	11357	15370	13813	15995	11401	12480
NVIE_003020	CP007536.1	256988	257797	-	810	2731	2776	3592	3070	3636	5598	5067	5219	3831	3471
NVIE_003030	CP007536.1	257937	258836	+	900	34	21	27	20	7	57	50	45	42	43
NVIE_t0050	CP007536.1	258887	258978	+	92	5	27	31	18	29	90	87	103	56	52
NVIE_003040	CP007536.1	259082	260041	+	960	895	1403	1213	1074	1501	3091	2627	2738	2163	2167
NVIE_003050	CP007536.1	260128	260421	+	294	95	67	60	139	102	189	214	140	150	134
NVIE_003060	CP007536.1	260410	260739	-	330	66	88	75	84	130	202	187	170	129	90
NVIE_003070	CP007536.1	262017	262265	-	249	77	200	168	214	185	219	352	254	190	158
NVIE_003080	CP007536.1	262354	262719	+	366	607	962	913	826	1036	836	768	879	652	495
NVIE_003090	CP007536.1	262890	263060	-	171	359	381	485	441	523	429	508	480	443	289
NVIE_003100	CP007536.1	263057	263617	-	561	1726	2256	2991	3333	3357	3850	3466	2674	2058	1934
NVIE_0314	CP007536.1	263690	264334	-	645	2385	2997	3892	3031	3803	3863	3521	3774	2909	2269
NVIE_003110	CP007536.1	264408	264995	-	588	12090	14765	17296	12434	16228	15013	14615	12374	12894	9103
NVIE_003120	CP007536.1	265053	267176	-	2124	40447	66712	51694	39530	67910	117253	88143	102704	83442	79573
NVIE_003130	CP007536.1	267216	267902	-	687	1431	2334	2059	1781	2518	3072	2798	2508	2121	1856
NVIE_003140	CP007536.1	268001	268444	+	444	3162	3971	5355	5006	4019	2710	2867	2397	1789	1619
NVIE_003150	CP007536.1	268595	269971	+	1377	48186	57393	49772	38497	52602	67992	54665	61171	64727	44844
NVIE_003160	CP007536.1	269972	270685	+	714	2542	3967	3657	2880	4974	6633	6020	6080	4844	4306
NVIE_003170	CP007536.1	270673	271302	-	630	2371	3081	2632	2480	3718	5011	4350	4570	3624	3376
NVIE_003180	CP007536.1	271348	272415	-	1068	2252	3506	3549	2914	3683	2889	2723	2845	2525	1975
NVIE_0323	CP007536.1	272497	273681	+	1185	8060	11123	11378	8137	10624	11336	10443	9424	8745	6581
NVIE_003190	CP007536.1	273716	274030	+	315	832	1015	1001	1549	1162	2430	2180	2088	1679	1464
NVIE_003200	CP007536.1	274065	274994	-	930	108	67	110	83	68	164	108	136	126	75
NVIE_003210	CP007536.1	275103	276575	+	1473	5220	8099	5950	4212	8476	17016	12717	14782	11114	11637
NVIE_003220	CP007536.1	276607	277287	+	681	2245	3179	3187	2635	3558	4663	4084	4109	3367	3012
NVIE_003230	CP007536.1	277298	277687	-	390	1342	2096	1636	1435	2135	2523	2546	2382	2094	1781
NVIE_003240	CP007536.1	277724	277861	+	138	1077	1546	1451	1238	1750	3812	3744	2617	2449	2428
NVIE_003250	CP007536.1	277889	281443	-	3555	15486	22536	20152	17663	25810	26810	22803	24633	20842	17018
NVIE_003260	CP007536.1	281538	282641	-	1104	12431	18095	15103	11382	19770	35664	29707	31561	24456	23747
NVIE_003270	CP007536.1	282663	283397	-	735	104	178	163	132	298	322	305	376	346	224
NVIE_003280	CP007536.1	283381	284508	-	1128	932	1301	1143	905	1578	1988	1817	1941	2046	1381
NVIE_003290	CP007536.1	284518	285660	-	1143	3736	5480	4988	3897	5948	8173	7885	7391	5477	5256
NVIE_003300	CP007536.1	285696	286334	+	639	310	481	540	400	488	629	639	465	332	398
NVIE_003310	CP007536.1	286355	286663	-	309	3041	2981	3365	4590	4077	3952	4081	4041	3568	2269
NVIE_003320	CP007536.1	286720	286968	-	249	101	86	86	193	159	182	233	155	146	135
NVIE_003330	CP007536.1	286993	288624	-	1632	31618	52077	42003	30520	47799	58209	51583	54025	41299	38792
NVIE_003340	CP007536.1	288638	289579	+	942	2752	3772	4478	2740	3076	3919	4202	3258	3481	2469
NVIE_003350	CP007536.1	289576	289938	-	363	1093	1459	1531	1066	1628	2408	1937	1828	1530	1539
NVIE_003360	CP007536.1	289976	291142	+	1167	3523	3337	3263	2826	3544	4501	3421	3559	4163	2337
NVIE_003370	CP007536.1	291178	291357	+	180	497	763	489	723	814	1009	1006	1207	1043	635
NVIE_003380	CP007536.1	291360	291641	+	282	4775	6476	5164	4945	6702	11263	9493	9555	6569	6664
NVIE_003390	CP007536.1	291685	293880	+	2196	19516	26641	24106	18524	28323	43096	36808	36176	33013	25932
NVIE_003400	CP007536.1	293891	294118	+	228	876	1556	1257	1058	1553	2235	1812	2315	1544	1559
NVIE_003410	CP007536.1	294125	295060	-	936	9424	13798	13207	9157	13442	14007	14075	14417	11413	9850
NVIE_003420	CP007536.1	295083	295382	-	300	104	216	174	219	169	179	178	247	186	145
NVIE_003430	CP007536.1	295496	296785	+	1290	64204	89170	69555	46894	69666	93165	88408	79600	72325	65186
NVIE_003440	CP007536.1	296866	297195	+	330	1630	2218	1873	1420	2514	3199	2920	2857	3004	2045
NVIE_003450	CP007536.1	297213	298508	-	1296	5228	6658	5112	5086	6930	11457	9593	11358	11114	7923
NVIE_003460	CP007536.1	298517	299101	-	585	5397	9792	6999	5728	8854	18671	14484	18573	12759	13378
NVIE_003470	CP007536.1	299332	299610	+	279	92	205	262	336	289	94	91	143	73	50
NVIE_003480	CP007536.1	299678	300670	+	993	3508	3567	3688	2523	3219	4283	4091	3349	3829	2769
NVIE_003490	CP007536.1	300687	302393	+	1707	9788	13985	12324	9804	13208	19712	18320	18687	14484	12799
NVIE_003500	CP007536.1	302430	303458	+	1029	10047	16527	14704	9508	15507	17826	15970	16592	12141	12147
NVIE_003510	CP007536.1	303436	304566	-	1131	1220	1738	1873	1295	2093	2262	1901	1899	1416	1361
NVIE_003520	CP007536.1	304600	305808	-	1209	6699	10550	8671	6843	10779	16750	13483	15873	15583	11693
NVIE_003530	CP007536.1	305914	306525	+	612	4493	7359	6761	4840	8300	13062	10819	11772	8620	7988
NVIE_003540	CP007536.1	306557	307075	-	519	13144	17072	16204	15230	18688	28300	25918	26568	20870	17629
NVIE_0359	CP007536.1	307134	307760	+	627	2043	2536	2549	2336	2692	3040	3204	2571	2204	1775
NVIE_003550	CP007536.1	307760	307945	+	186	213	255	238	206	302	244	333	305	198	191
NVIE_003560	CP007536.1	307978	308349	+	372	3424	4385	4702	4061	4340	7426	6782	5452	4489	4613
NVIE_003570	CP007536.1	308401	308550	+	150	1880	2204	2442	2898	3147	4926	5145	4365	3596	2931
NVIE_003580	CP007536.1	308785	309036	+	252	9090	14535	19947	15402	13790	8100	8720	7269	5998	4242
NVIE_003590	CP007536.1	309167	309295	+	129	1996	3951	4675	3373	3167	1923	2169	1833	1526	1411
NVIE_003600	CP007536.1	309366	309722	+	357	405	605	492	471	541	730	530	647	450	418
NVIE_003610	CP007536.1	310155	310373	+	219	67	65	113	147	88	118	190	111	66	65
NVIE_003620	CP007536.1	310370	310783	-	414	3029	3295	4118	3904	3347	4049	3671	3805	3335	2264
NVIE_003630	CP007536.1	311195	311353	+	159	6	21	34	45	49	24	55	47	23	11
NVIE_003640	CP007536.1	312008	312454	-	447	657	907	1144	1117	1227	1512	1474	1358	1012	996
NVIE_t0060	CP007536.1	313316	313391	-	76	3	10	17	67	29	192	131	86	63	71
NVIE_003660	CP007536.1	313580	314887	+	1308	3718	5739	5691	4313	6301	5079	4770	4981	3551	3148
NVIE_003670	CP007536.1	314932	316053	+	1122	8429	10545	10163	8611	11194	12515	11509	12225	10410	8809
NVIE_003680	CP007536.1	316050	316454	-	405	1526	2176	1802	1771	2509	3879	3367	3736	2540	2602
NVIE_003690	CP007536.1	316546	316806	-	261	15271	23653	15998	19495	25436	46383	37458	41009	29056	25870
NVIE_003700	CP007536.1	316839	317678	-	840	6055	8396	8374	6914	10461	19696	19859	15898	11251	12175
NVIE_003710	CP007536.1	317715	317897	-	183	85	96	97	151	128	220	214	140	97	85
NVIE_0376	CP007536.1	317788	317985	-	198	0	0	0	0	0	0	0	0	0	0
NVIE_003720	CP007536.1	317966	318376	-	411	15	15	11	52	20	26	60	47	37	14
NVIE_003730	CP007536.1	318643	319497	+	855	18740	34965	29736	20526	25843	22086	18907	20353	14040	14704
NVIE_003740	CP007536.1	319494	320363	-	870	1257	1897	1505	1198	2081	2773	3083	3086	2660	2452
NVIE_003750	CP007536.1	320366	320554	-	189	1266	1323	1332	1420	1883	2083	1938	2274	1628	1506
NVIE_003760	CP007536.1	320560	321180	-	621	11410	14690	13352	10323	16420	23899	21048	20089	15428	14708
NVIE_003770	CP007536.1	321322	322440	+	1119	19137	30937	29214	20695	30289	34691	30321	30501	26421	22239
NVIE_003780	CP007536.1	322472	322966	+	495	1622	2274	1784	1634	2432	3152	2734	3251	2562	2319
NVIE_003790	CP007536.1	323046	323189	-	144	510	642	565	934	894	1242	1082	1628	1114	1048
NVIE_003800	CP007536.1	323226	323459	-	234	1911	1894	1987	2461	2897	9331	7322	6327	4898	4573
NVIE_003810	CP007536.1	323557	325038	+	1482	2406	3804	3606	2242	3389	3932	3697	3559	3066	2383
NVIE_003820	CP007536.1	325111	326058	+	948	952	1194	1388	905	1560	2176	1884	1634	1498	1132
NVIE_003830	CP007536.1	326059	326544	-	486	8597	13949	13183	9057	14296	15291	13080	14500	10084	9503
NVIE_0388	CP007536.1	326568	326813	+	246	73	155	117	139	121	128	132	157	75	101
NVIE_003840	CP007536.1	326828	327121	+	294	74	106	140	101	121	185	133	142	112	75
NVIE_003850	CP007536.1	327179	327286	+	108	0	4	8	15	4	0	23	0	4	10
NVIE_003860	CP007536.1	327288	327971	+	684	448	619	698	486	759	779	781	595	486	417
NVIE_003870	CP007536.1	328065	328214	-	150	177	46	594	394	267	70	20	24	16	14
NVIE_003880	CP007536.1	328211	328822	-	612	1360	300	3409	2338	1732	242	240	215	205	140
NVIE_003890	CP007536.1	328928	329269	+	342	883	186	2939	1945	1621	74	49	78	56	29
NVIE_003900	CP007536.1	329603	330109	+	507	4236	932	13618	13006	9822	156	154	133	143	92
NVIE_003910	CP007536.1	330113	330949	+	837	14196	3356	48907	37103	31619	1198	1138	1154	860	797
NVIE_003920	CP007536.1	331089	331433	-	345	829	281	2084	1848	1253	169	133	174	152	99
NVIE_003930	CP007536.1	331495	331932	-	438	1122	752	2589	2605	1760	380	394	411	336	199
NVIE_003940	CP007536.1	332035	332472	+	438	4989	4969	10300	6648	6972	1332	1513	1359	911	962
NVIE_003950	CP007536.1	332625	332855	-	231	398	165	1295	933	837	39	53	28	27	24
NVIE_003960	CP007536.1	333285	333746	+	462	1560	756	6201	4681	3536	430	409	383	264	271
NVIE_003970	CP007536.1	333756	334142	-	387	2317	2411	5093	4033	4631	2447	2287	2864	1875	1707
NVIE_003980	CP007536.1	334229	334837	-	609	1787	2587	2758	2522	2888	2432	2213	3011	2372	1839
NVIE_003990	CP007536.1	334882	335337	-	456	1140	405	3360	2607	1687	136	95	175	124	91
NVIE_004000	CP007536.1	335334	335921	-	588	2006	441	4932	4786	2617	206	162	175	150	128
NVIE_004010	CP007536.1	335961	336485	+	525	2300	566	6136	4775	3813	197	188	230	180	136
NVIE_004020	CP007536.1	336592	336909	+	318	786	164	1697	1378	864	46	23	66	55	32
NVIE_004030	CP007536.1	336906	338243	+	1338	1953	597	6306	3569	3771	272	304	359	257	191
NVIE_004040	CP007536.1	338294	338446	-	153	8	4	12	2	2	13	8	10	0	7
NVIE_004050	CP007536.1	338445	338618	+	174	52	22	114	145	78	6	9	15	8	16
NVIE_004060	CP007536.1	338625	339428	+	804	966	357	2555	1731	1480	122	105	133	110	102
NVIE_004070	CP007536.1	339421	340482	-	1062	3809	1293	10180	7028	5688	873	875	775	537	594
NVIE_004080	CP007536.1	340588	340752	+	165	73	21	217	158	162	32	31	21	14	6
NVIE_004090	CP007536.1	340857	341072	-	216	86	47	170	307	149	119	70	89	83	66
NVIE_004100	CP007536.1	341078	341314	-	237	145	87	323	394	228	62	94	104	80	79
NVIE_004110	CP007536.1	341311	342108	-	798	903	675	2035	1708	1655	612	539	775	554	403
NVIE_004120	CP007536.1	342333	342833	+	501	591	804	662	832	967	1463	1241	1481	1093	1010
NVIE_004130	CP007536.1	342918	343484	+	567	223	380	411	399	461	590	519	626	446	340
NVIE_004140	CP007536.1	343706	343906	+	201	4073	2109	15623	9290	9977	703	778	717	494	373
NVIE_004150	CP007536.1	344058	344552	+	495	510	402	1320	1112	888	285	279	277	231	159
NVIE_004160	CP007536.1	344730	345311	+	582	1440	271	3808	3398	2213	100	173	110	132	75
NVIE_004170	CP007536.1	345262	345963	+	702	2331	598	6186	5764	3598	262	281	236	178	152
NVIE_004180	CP007536.1	345981	346502	+	522	659	126	1624	1523	1083	97	53	77	49	53
NVIE_004190	CP007536.1	346504	347031	+	528	904	327	2919	1968	1543	180	232	192	118	100
NVIE_004200	CP007536.1	347154	347615	+	462	275	118	584	514	402	156	120	135	110	88
NVIE_004210	CP007536.1	347981	348412	-	432	1947	2470	2551	3088	3422	4738	4101	4468	3178	2851
NVIE_004220	CP007536.1	348475	349317	-	843	1146	1459	1414	1185	1617	2677	2403	2582	2201	1755
NVIE_0425	CP007536.1	349357	349551	+	195	107	166	58	236	101	116	123	157	127	51
NVIE_0426	CP007536.1	349559	350149	+	591	3471	5141	5115	3538	5229	5372	4741	4911	3669	3532
NVIE_0427	CP007536.1	350190	350468	+	279	813	1324	1239	821	1110	1505	1462	1479	1123	947
NVIE_004240	CP007536.1	350522	350920	+	399	699	1243	1021	865	1149	1134	1310	1394	1191	901
NVIE_004250	CP007536.1	350917	351399	+	483	519	645	765	726	752	807	773	775	644	410
NVIE_004260	CP007536.1	351388	351717	-	330	1020	1784	1437	1257	1873	2766	2608	2947	1984	1905
NVIE_004270	CP007536.1	351827	352837	+	1011	35959	53839	58748	39609	55727	58055	54227	49985	37026	36055
NVIE_004280	CP007536.1	353122	354300	-	1179	12802	20037	16771	13380	16085	17717	16680	18836	13969	12986
NVIE_004290	CP007536.1	354333	354986	-	654	735	890	905	622	989	849	971	736	815	621
NVIE_004300	CP007536.1	355082	355333	+	252	7673	8983	7921	7745	10245	17559	16131	15332	12745	9997
NVIE_004310	CP007536.1	355346	356488	+	1143	28196	47711	35760	25572	46696	66002	54198	58439	49768	45916
NVIE_004320	CP007536.1	356528	357325	+	798	2521	3292	3120	3156	3962	6184	5379	5702	4280	3868
NVIE_004330	CP007536.1	357406	358509	+	1104	2237	3261	3000	2773	3789	5219	5352	4411	4940	3271
NVIE_004340	CP007536.1	358491	358934	-	444	1313	2042	1922	1468	2194	2591	2357	2556	1660	1498
NVIE_004350	CP007536.1	358981	360441	-	1461	2559	4423	4430	2606	4180	4069	3886	3623	2694	2720
NVIE_004360	CP007536.1	360551	361621	+	1071	1547	2367	2203	1744	2223	2842	2476	2899	2424	1771
NVIE_004370	CP007536.1	361657	363102	+	1446	5425	8873	6832	4153	7964	13288	11145	11150	9029	9234
NVIE_004380	CP007536.1	363087	364481	-	1395	1858	2456	2410	2386	2815	2730	2598	2664	2281	1896
NVIE_004390	CP007536.1	364513	365376	-	864	778	888	1230	1119	1362	1399	1333	1184	1120	973
NVIE_004400	CP007536.1	365501	366037	+	537	670	969	694	644	989	1658	1280	1610	1172	1299
NVIE_004410	CP007536.1	366116	366925	+	810	6778	8203	8415	8823	10054	18166	17804	16666	12767	11588
NVIE_004420	CP007536.1	366934	367113	+	180	976	1394	1247	885	1603	2560	2222	2443	2685	1682
NVIE_004430	CP007536.1	367170	368171	+	1002	3914	4826	3832	3144	4699	6610	5548	5835	7223	4326
NVIE_004440	CP007536.1	368200	368676	+	477	1061	1283	845	847	1198	2586	2181	2400	1915	1721
NVIE_004450	CP007536.1	368677	368898	-	222	882	1517	1156	1220	1634	2757	2305	2841	2004	2050
NVIE_004460	CP007536.1	368940	369821	-	882	5285	6432	6435	4979	6925	13048	11325	10522	8726	7831
NVIE_004470	CP007536.1	369842	370252	-	411	1464	1581	1768	1366	1912	2612	2341	2362	1843	1655
NVIE_004480	CP007536.1	370255	370425	-	171	1605	1604	1399	2164	2153	3506	3657	3502	3054	2201
NVIE_004490	CP007536.1	371001	371498	+	498	88	114	91	152	157	116	202	159	70	64
NVIE_004510	CP007536.1	371898	372524	+	627	2840	2804	3332	1682	2315	3319	2755	2549	2843	1890
NVIE_004520	CP007536.1	372555	373745	+	1191	6534	9932	8392	5464	10559	15547	12523	13417	11718	10947
NVIE_004530	CP007536.1	373698	374729	-	1032	2140	2521	2545	2223	2789	4081	3973	3625	3072	2451
NVIE_004540	CP007536.1	374814	375062	-	249	31618	44520	37701	38237	51698	45659	44012	57037	40611	34503
NVIE_004550	CP007536.1	375213	375584	-	372	132776	225401	241203	167379	218525	187401	160197	187642	127730	132331
NVIE_0459	CP007536.1	375514	375870	+	357	98	228	496	83	292	101	264	153	126	28
NVIE_004560	CP007536.1	375728	376177	+	450	8756	15725	13296	8700	15035	22082	18180	21933	14559	16249
NVIE_004570	CP007536.1	376185	377627	+	1443	6279	8143	6894	5602	8418	12945	11956	12185	10865	8675
NVIE_004580	CP007536.1	377599	377886	+	288	660	680	753	772	764	1329	1217	1209	963	876
NVIE_004590	CP007536.1	377879	379159	+	1281	5711	8590	6843	5335	8670	11894	11558	11010	8950	8525
NVIE_004600	CP007536.1	379203	379907	+	705	24971	34816	30422	25050	39977	71354	59635	64383	45491	46961
NVIE_004610	CP007536.1	379947	380396	+	450	1481	2461	2107	1670	2550	4457	3789	3618	2708	2995
NVIE_004620	CP007536.1	380546	380938	+	393	460	732	713	539	873	1313	1152	1130	887	753
NVIE_004630	CP007536.1	380932	381222	+	291	390	461	567	378	606	1435	990	919	698	652
NVIE_004640	CP007536.1	381386	381964	-	579	289	376	363	362	487	584	660	492	442	320
NVIE_004650	CP007536.1	382297	383250	+	954	1342	1943	1838	1696	2361	3070	2818	2829	1924	1829
NVIE_004660	CP007536.1	383349	384395	+	1047	5938	9546	8083	6219	9282	14476	13987	13887	9879	9318
NVIE_004670	CP007536.1	384392	385252	-	861	225	346	275	299	368	396	390	428	380	279
NVIE_0472	CP007536.1	385362	386015	+	654	3874	4149	4031	4137	5563	9911	7980	8920	7884	6397
NVIE_0473	CP007536.1	386028	386591	+	564	5521	8134	6600	4434	8038	14450	12474	12507	13215	9765
NVIE_004690	CP007536.1	386588	387268	-	681	14539	8558	12037	15533	10489	15681	17819	12652	16675	9296
NVIE_004700	CP007536.1	387375	387593	+	219	719	940	1112	976	1072	957	1015	1087	845	656
