Geneid	Chr	Start	End	Strand	Length	BF1	BF2	BF3	BF4	Ctrl1	Ctrl2	Ctrl3	Ctrl4	Ctrl5
NMAR_RS05580	NC_010085.1	913430	913966	+	537	68	108	52	53	86	94	1199	72	105
NMAR_RS05585	NC_010085.1	914012	916303	-	2292	582	642	598	605	1165	1248	11879	865	1061
NMAR_RS05590	NC_010085.1	916375	916752	-	378	243	492	376	400	665	680	7324	486	478
NMAR_RS05595	NC_010085.1	916755	916991	-	237	71	180	228	149	234	288	3686	255	221
NMAR_RS05600	NC_010085.1	917089	918855	+	1767	2237	3113	2748	2198	3838	3773	39591	2546	3032
NMAR_RS05605	NC_010085.1	918858	919307	+	450	22	32	3	21	38	29	235	16	16
NMAR_RS05610	NC_010085.1	919387	919764	+	378	20	72	32	41	277	327	2914	81	252
NMAR_RS05615	NC_010085.1	919769	921361	+	1593	42	42	18	5	186	180	2669	108	205
NMAR_RS05620	NC_010085.1	921429	924179	-	2751	2370	2721	2827	2104	4266	5220	46696	3772	3811
NMAR_RS05625	NC_010085.1	924387	925160	-	774	74	46	54	58	91	52	694	30	52
NMAR_RS05630	NC_010085.1	925196	925828	-	633	96	81	79	62	199	202	1916	161	178
NMAR_RS05635	NC_010085.1	925869	926360	-	492	270	294	410	248	520	623	4701	408	410
NMAR_RS05640	NC_010085.1	926446	927189	+	744	60	39	46	16	74	43	715	60	90
NMAR_RS05645	NC_010085.1	927198	927554	-	357	1584	1342	1380	1120	1879	1898	18046	1407	1540
NMAR_RS05650	NC_010085.1	927691	928155	+	465	30	0	23	4	20	14	256	9	17
NMAR_RS05655	NC_010085.1	928142	929959	-	1818	448	488	494	422	536	699	6665	498	544
NMAR_RS09765	NC_010085.1	930185	930322	+	138	0	1	9	2	5	22	56	2	15
NMAR_RS05660	NC_010085.1	930363	931784	+	1422	60	86	67	78	204	165	1583	138	130
NMAR_RS05665	NC_010085.1	931785	932375	+	591	3	20	5	9	9	21	210	10	16
NMAR_RS05670	NC_010085.1	932359	932916	+	558	20	6	0	0	22	6	235	10	8
NMAR_RS05675	NC_010085.1	932913	933545	-	633	82	151	64	80	76	98	960	137	76
NMAR_RS05680	NC_010085.1	933635	934009	+	375	246	333	239	175	529	423	4207	285	316
NMAR_RS05685	NC_010085.1	934140	934433	+	294	61	92	48	24	53	24	440	45	54
NMAR_RS10065	NC_010085.1	934526	935347	+	822	202	180	266	200	361	405	3531	362	275
NMAR_RS05695	NC_010085.1	935459	936661	+	1203	124	171	130	108	828	837	9262	616	608
NMAR_RS05700	NC_010085.1	936667	937221	-	555	166	319	299	248	275	445	3092	224	248
NMAR_RS05705	NC_010085.1	937290	938225	-	936	212	228	162	130	233	309	2182	155	226
NMAR_RS05710	NC_010085.1	938308	938826	+	519	30	83	84	94	83	96	723	88	70
NMAR_RS05715	NC_010085.1	938826	940112	+	1287	409	555	546	331	524	536	6303	343	405
NMAR_RS05720	NC_010085.1	940151	940396	+	246	48	105	78	70	155	106	1167	120	74
NMAR_RS10030	NC_010085.1	940397	940528	-	132	99	199	275	213	197	272	2096	142	193
NMAR_RS05725	NC_010085.1	940688	940963	+	276	139	116	111	86	72	93	598	36	71
NMAR_RS05730	NC_010085.1	940960	941973	-	1014	1075	1320	1094	1200	1340	1506	16625	890	1176
NMAR_RS05735	NC_010085.1	942007	943524	-	1518	5336	7139	5806	5495	3925	4444	46556	3644	3837
NMAR_RS05740	NC_010085.1	943521	944006	-	486	767	1143	830	1028	803	741	9691	715	644
NMAR_RS05745	NC_010085.1	944015	945706	-	1692	5588	7556	6053	5586	4211	4441	48108	3855	3531
NMAR_RS05750	NC_010085.1	945910	974847	-	28938	39374	31003	29398	32875	3772	4545	45288	3304	3747
NMAR_RS05755	NC_010085.1	975058	976227	-	1170	1056	1408	1525	1102	1405	1490	13744	730	1012
NMAR_RS05760	NC_010085.1	976264	979884	-	3621	15544	17070	10484	8172	17587	14749	160563	11444	16156
NMAR_RS05765	NC_010085.1	979952	981844	-	1893	217	268	239	181	303	345	2576	253	254
NMAR_RS05770	NC_010085.1	981989	982393	+	405	73	52	69	28	166	104	1135	65	68
NMAR_RS05775	NC_010085.1	982395	983390	-	996	1735	1609	1518	1069	2570	2309	20423	1637	1828
NMAR_RS05780	NC_010085.1	983428	984456	-	1029	451	632	456	497	523	632	5292	505	429
NMAR_RS05785	NC_010085.1	984493	984786	-	294	245	384	395	283	373	386	3453	286	277
NMAR_RS05790	NC_010085.1	984872	985174	+	303	748	1347	885	628	1687	1693	19862	1082	1408
NMAR_RS05795	NC_010085.1	985176	985427	-	252	217	319	167	150	179	173	1195	103	143
NMAR_RS05800	NC_010085.1	985476	985778	-	303	18	29	34	12	21	38	236	2	6
NMAR_RS05805	NC_010085.1	985813	986562	+	750	31	61	24	30	30	76	551	36	48
NMAR_RS05810	NC_010085.1	986566	989808	-	3243	832	1219	1269	809	1153	1412	9159	669	704
NMAR_RS05815	NC_010085.1	989810	990964	-	1155	853	1030	1075	762	998	1031	8579	629	641
NMAR_RS05820	NC_010085.1	991041	992597	-	1557	99	89	136	127	195	245	2430	183	218
NMAR_RS05825	NC_010085.1	992659	993852	-	1194	2881	3154	3292	2332	6600	7713	74119	5052	5324
NMAR_RS05830	NC_010085.1	993863	994363	-	501	60	75	49	73	177	159	1831	150	108
NMAR_RS05835	NC_010085.1	994351	994908	-	558	193	212	230	118	733	803	6943	437	616
NMAR_RS05840	NC_010085.1	995066	996226	+	1161	339	347	303	276	612	475	5166	229	388
NMAR_RS05845	NC_010085.1	996256	996711	+	456	600	696	643	462	930	825	8901	610	638
NMAR_RS05850	NC_010085.1	996775	998052	+	1278	844	980	865	630	839	1156	9433	970	823
NMAR_RS05860	NC_010085.1	998346	998714	+	369	188	126	155	69	151	108	1331	131	148
NMAR_RS05865	NC_010085.1	998697	999185	-	489	41	74	81	62	55	42	356	59	73
NMAR_RS05870	NC_010085.1	999182	1000309	-	1128	275	387	309	299	327	442	2849	207	326
NMAR_RS05875	NC_010085.1	1000409	1000831	+	423	43	34	2	59	36	68	597	58	38
NMAR_RS05880	NC_010085.1	1000832	1001974	-	1143	1004	972	786	507	964	858	8237	720	876
NMAR_RS05885	NC_010085.1	1002017	1002208	-	192	131	86	57	43	448	429	3175	172	269
NMAR_RS05890	NC_010085.1	1002328	1003491	+	1164	653	846	617	584	866	828	9374	601	719
NMAR_RS05895	NC_010085.1	1003495	1003755	-	261	297	188	246	222	532	492	4971	588	510
NMAR_RS05900	NC_010085.1	1003778	1004125	+	348	16	6	0	0	6	2	26	0	6
NMAR_RS09770	NC_010085.1	1004252	1004404	+	153	8	0	0	0	2	0	16	0	0
NMAR_RS05905	NC_010085.1	1004439	1005395	+	957	101422	79399	71971	57754	97314	115867	833762	71126	76840
NMAR_RS05910	NC_010085.1	1005416	1007002	-	1587	127	38	54	38	97	110	1228	65	101
NMAR_RS05915	NC_010085.1	1006999	1009818	-	2820	454	751	571	404	620	718	6628	460	553
NMAR_RS05920	NC_010085.1	1009805	1011757	-	1953	638	1025	688	543	602	622	5800	378	511
NMAR_RS05925	NC_010085.1	1011807	1012439	-	633	140	181	144	60	162	188	1489	82	127
NMAR_RS05930	NC_010085.1	1012500	1012718	+	219	0	0	0	4	4	6	24	9	2
NMAR_RS05935	NC_010085.1	1012925	1013344	+	420	57	23	0	14	22	26	108	7	20
NMAR_RS05940	NC_010085.1	1013339	1013569	-	231	199	179	178	192	239	315	2015	102	231
NMAR_RS05945	NC_010085.1	1013628	1014734	-	1107	7341	10372	8732	7109	8947	10583	95321	5975	8653
NMAR_RS05950	NC_010085.1	1014829	1015773	-	945	7037	8846	8199	5897	9548	10389	70509	5578	7278
NMAR_RS05955	NC_010085.1	1015826	1017103	+	1278	122	86	77	65	118	169	1527	137	126
NMAR_RS05960	NC_010085.1	1017166	1017402	+	237	251	183	202	166	122	118	1931	182	123
NMAR_RS05965	NC_010085.1	1017395	1018360	-	966	77	84	102	78	112	180	842	61	114
NMAR_RS05970	NC_010085.1	1018437	1019054	+	618	187	173	148	141	166	178	1690	114	161
NMAR_RS05975	NC_010085.1	1019051	1019371	-	321	31	17	47	74	55	30	366	35	39
NMAR_RS05980	NC_010085.1	1019373	1019657	-	285	463	433	447	331	807	775	5856	421	799
NMAR_RS05985	NC_010085.1	1019750	1020613	+	864	496	652	538	602	478	479	5340	484	442
NMAR_RS05990	NC_010085.1	1020603	1021166	+	564	196	224	202	169	229	156	2261	166	158
NMAR_RS05995	NC_010085.1	1021157	1022419	-	1263	238	216	294	176	292	196	2867	162	238
NMAR_RS06000	NC_010085.1	1022506	1025703	+	3198	415	812	671	515	757	744	8495	551	617
NMAR_RS06005	NC_010085.1	1025889	1026476	+	588	1268	1796	1592	1138	1812	2086	19121	1244	1468
NMAR_RS06010	NC_010085.1	1026579	1026908	+	330	567	598	476	590	691	667	6567	555	478
NMAR_RS06015	NC_010085.1	1026949	1028055	+	1107	399	518	522	374	557	552	5041	493	365
NMAR_RS06020	NC_010085.1	1028052	1028969	+	918	1032	1080	1109	958	1082	1365	10686	749	830
NMAR_RS06025	NC_010085.1	1029001	1029168	+	168	134	186	287	164	387	340	5123	238	270
NMAR_RS06030	NC_010085.1	1029171	1029419	-	249	196	323	206	133	172	267	2175	241	238
NMAR_RS06035	NC_010085.1	1029515	1029611	+	97	16	12	12	4	0	18	15	10	3
NMAR_RS06040	NC_010085.1	1029839	1030519	+	681	201	306	316	235	764	773	7820	410	568
NMAR_RS06045	NC_010085.1	1030587	1031531	-	945	19	51	34	33	16	40	400	26	14
NMAR_RS09960	NC_010085.1	1031846	1033105	-	1260	2193	2437	2148	2171	2221	2456	18573	1409	1709
NMAR_RS06060	NC_010085.1	1033565	1034743	-	1179	13	42	8	34	17	34	237	12	24
NMAR_RS06065	NC_010085.1	1034733	1035788	-	1056	14	36	28	24	20	20	270	24	10
NMAR_RS06070	NC_010085.1	1035937	1036419	-	483	56	44	22	8	25	36	340	6	26
NMAR_RS06075	NC_010085.1	1036518	1036739	-	222	12	21	16	10	16	8	164	32	8
NMAR_RS06080	NC_010085.1	1036866	1037891	+	1026	463	234	290	200	228	218	2001	147	150
NMAR_RS06085	NC_010085.1	1037921	1038295	-	375	11	66	43	46	51	93	552	23	44
NMAR_RS06090	NC_010085.1	1038395	1040071	-	1677	166	186	243	170	146	210	1829	151	163
NMAR_RS06095	NC_010085.1	1040200	1041783	-	1584	188	345	381	208	315	355	3390	244	262
NMAR_RS06100	NC_010085.1	1042010	1042363	+	354	60	90	43	41	52	44	502	36	50
NMAR_RS06105	NC_010085.1	1042588	1042794	+	207	0	0	0	8	12	0	0	0	0
NMAR_RS06110	NC_010085.1	1042803	1043501	-	699	20	22	50	16	20	20	172	34	24
NMAR_RS06115	NC_010085.1	1043604	1043813	-	210	0	4	2	12	2	6	26	8	4
NMAR_RS06125	NC_010085.1	1044115	1044795	-	681	42	37	47	51	67	88	544	57	56
NMAR_RS09775	NC_010085.1	1044800	1045402	-	603	112	135	62	131	93	91	1245	94	111
NMAR_RS06135	NC_010085.1	1045689	1046150	+	462	18	29	3	22	10	5	74	6	26
NMAR_RS06140	NC_010085.1	1046241	1046906	+	666	92	47	101	114	117	99	1172	99	82
NMAR_RS06145	NC_010085.1	1046995	1047993	+	999	80	69	58	64	83	131	1062	97	64
NMAR_RS06150	NC_010085.1	1047990	1048130	+	141	0	6	4	0	8	6	342	10	16
NMAR_RS06155	NC_010085.1	1048120	1048350	+	231	20	15	12	17	30	44	457	7	23
NMAR_RS06160	NC_010085.1	1048465	1049589	-	1125	109	143	104	139	81	114	813	39	72
NMAR_RS06165	NC_010085.1	1049659	1050102	-	444	299	297	170	210	139	154	1537	186	238
NMAR_RS06170	NC_010085.1	1050213	1051010	-	798	342	287	369	469	210	197	2767	144	214
NMAR_RS06175	NC_010085.1	1051125	1051814	-	690	100	103	79	90	110	156	1166	125	100
NMAR_RS06180	NC_010085.1	1052123	1052866	-	744	46	71	54	20	18	54	368	39	35
NMAR_RS06185	NC_010085.1	1053177	1053431	+	255	79	54	79	75	66	53	920	62	58
NMAR_RS06190	NC_010085.1	1053577	1053921	+	345	7	0	8	0	8	3	6	0	5
NMAR_RS06195	NC_010085.1	1054157	1054858	-	702	0	16	0	8	18	24	245	14	29
NMAR_RS09780	NC_010085.1	1055312	1056577	-	1266	1013	1194	909	840	1158	1112	11309	983	954
NMAR_RS06200	NC_010085.1	1056686	1057015	+	330	31	80	66	62	61	57	510	8	48
NMAR_RS06205	NC_010085.1	1057094	1057711	+	618	142	97	70	152	69	103	818	84	74
NMAR_RS06210	NC_010085.1	1057913	1059058	+	1146	424	374	263	266	174	190	1859	135	135
NMAR_RS06215	NC_010085.1	1059089	1060267	-	1179	767	749	558	477	1038	1188	11286	798	930
NMAR_RS06220	NC_010085.1	1060419	1061363	-	945	18	30	16	10	34	56	549	44	38
NMAR_RS06225	NC_010085.1	1061437	1062276	+	840	240	307	198	208	565	624	5873	456	508
NMAR_RS06230	NC_010085.1	1062348	1063745	-	1398	66	139	82	92	22	36	298	28	12
NMAR_RS06240	NC_010085.1	1064164	1064547	-	384	3717	4542	3620	3848	1263	1349	22506	1504	1739
NMAR_RS06245	NC_010085.1	1064544	1064774	-	231	7086	7286	7652	7723	1688	1569	21904	1341	1560
NMAR_RS06250	NC_010085.1	1065412	1065606	-	195	4405	5483	3677	4776	969	884	19814	1109	1276
NMAR_RS06255	NC_010085.1	1065590	1066066	-	477	12265	16361	9761	13214	3275	3273	68280	3957	4622
NMAR_RS06265	NC_010085.1	1066715	1067632	-	918	138	77	146	105	45	36	563	46	44
NMAR_RS06270	NC_010085.1	1067629	1067868	-	240	0	2	0	8	2	6	0	2	0
NMAR_RS06275	NC_010085.1	1067868	1068335	-	468	44	45	92	86	34	29	184	33	23
NMAR_RS06280	NC_010085.1	1068658	1069332	+	675	64	40	57	59	61	52	512	36	42
NMAR_RS06285	NC_010085.1	1069322	1070506	-	1185	274	337	248	194	281	243	1912	133	180
NMAR_RS06290	NC_010085.1	1070692	1071237	+	546	62	65	62	96	122	142	1326	135	107
NMAR_RS06295	NC_010085.1	1071457	1071837	+	381	210	278	296	208	251	276	2367	164	200
NMAR_RS06300	NC_010085.1	1071834	1073174	-	1341	122	100	210	124	100	244	1453	109	99
NMAR_RS10035	NC_010085.1	1073273	1073404	+	132	0	23	0	0	5	4	20	0	9
NMAR_RS06305	NC_010085.1	1073457	1073876	+	420	1950	2519	1977	1607	1814	1900	16248	918	1465
NMAR_RS06310	NC_010085.1	1073932	1074471	+	540	103	117	52	57	58	96	1168	58	62
NMAR_RS06315	NC_010085.1	1074473	1074730	+	258	8	8	23	4	50	17	366	5	33
NMAR_RS06320	NC_010085.1	1074759	1074974	+	216	0	9	0	0	6	13	38	10	2
NMAR_RS06325	NC_010085.1	1075014	1076786	+	1773	313	399	260	188	674	415	5513	353	427
NMAR_RS06330	NC_010085.1	1076902	1077474	-	573	24	78	34	24	38	25	273	17	32
NMAR_RS06335	NC_010085.1	1077622	1078767	+	1146	408	389	390	264	472	468	4649	573	400
NMAR_RS06340	NC_010085.1	1078768	1079319	-	552	117	91	176	80	308	380	3244	286	203
NMAR_RS06345	NC_010085.1	1079407	1079637	-	231	84	77	134	98	271	256	1773	120	163
NMAR_RS06350	NC_010085.1	1079755	1079829	+	75	0	28	28	15	11	29	204	11	14
NMAR_RS06355	NC_010085.1	1079893	1080690	+	798	219	436	231	294	508	579	4753	519	446
NMAR_RS06360	NC_010085.1	1080792	1082114	+	1323	579	934	872	876	784	687	8881	516	539
NMAR_RS06365	NC_010085.1	1082163	1082396	+	234	139	274	131	152	264	217	2660	139	247
NMAR_RS06370	NC_010085.1	1082430	1082720	+	291	61	91	80	55	70	39	1077	27	43
NMAR_RS06375	NC_010085.1	1082717	1083412	+	696	56	29	40	16	38	30	331	20	33
NMAR_RS06380	NC_010085.1	1083465	1084223	+	759	139	198	171	117	295	260	2444	78	189
NMAR_RS06385	NC_010085.1	1084186	1084587	-	402	2	44	12	30	21	13	159	8	24
NMAR_RS06390	NC_010085.1	1084732	1085529	+	798	48	88	49	28	144	148	1107	64	115
NMAR_RS06395	NC_010085.1	1085567	1085911	+	345	122	129	85	47	151	152	1738	148	165
NMAR_RS06400	NC_010085.1	1086096	1086416	+	321	87	164	134	82	192	184	2302	160	177
NMAR_RS06405	NC_010085.1	1086413	1088440	-	2028	346	363	369	336	326	359	3652	352	276
NMAR_RS06410	NC_010085.1	1088479	1088712	-	234	8	32	12	29	66	51	422	36	17
NMAR_RS06415	NC_010085.1	1088792	1089826	+	1035	531	862	691	596	446	471	4733	300	341
NMAR_RS09785	NC_010085.1	1089859	1090011	+	153	49	63	17	11	69	47	669	46	64
NMAR_RS06420	NC_010085.1	1090044	1090277	+	234	25	18	29	30	39	42	210	10	23
NMAR_RS06425	NC_010085.1	1090267	1090755	-	489	286	554	376	372	788	905	8147	561	633
NMAR_RS06430	NC_010085.1	1090876	1091124	+	249	324	405	395	315	485	479	5745	438	489
NMAR_RS06435	NC_010085.1	1091128	1091814	-	687	146	206	230	253	286	376	3516	375	289
NMAR_RS06440	NC_010085.1	1091918	1092127	+	210	4	0	36	4	16	28	264	16	29
NMAR_RS06445	NC_010085.1	1092124	1092354	-	231	24	2	14	33	24	30	154	18	14
NMAR_RS06450	NC_010085.1	1092421	1093617	-	1197	18	24	38	8	28	39	267	20	37
NMAR_RS06455	NC_010085.1	1093614	1095215	-	1602	663	933	776	605	891	1000	8430	804	763
NMAR_RS06460	NC_010085.1	1095261	1095614	-	354	245	241	231	249	262	298	3001	242	165
NMAR_RS06465	NC_010085.1	1096377	1101503	-	5127	820596	485199	556360	474782	37174	47316	362378	36376	39328
NMAR_RS06470	NC_010085.1	1101868	1102230	+	363	28	29	56	46	52	64	405	36	16
NMAR_RS06475	NC_010085.1	1102252	1103118	-	867	357	494	314	304	330	403	3384	184	240
NMAR_RS06480	NC_010085.1	1103337	1104188	+	852	85	118	142	98	84	100	848	53	57
NMAR_RS06485	NC_010085.1	1104371	1105030	+	660	10	20	12	26	10	8	138	19	16
NMAR_RS06490	NC_010085.1	1105027	1105401	-	375	277	348	262	338	410	351	3678	291	344
NMAR_RS06495	NC_010085.1	1105436	1107310	-	1875	533	640	554	439	553	580	5102	463	412
NMAR_RS06500	NC_010085.1	1107755	1108102	+	348	12	44	53	10	32	18	151	21	22
NMAR_RS06505	NC_010085.1	1108392	1108916	+	525	142	96	78	78	78	64	987	63	64
NMAR_RS06510	NC_010085.1	1109414	1110607	-	1194	177	218	98	172	231	298	2709	150	199
NMAR_RS06515	NC_010085.1	1110705	1111259	-	555	135	158	209	172	246	211	1887	186	227
NMAR_RS06520	NC_010085.1	1111485	1112732	+	1248	2	2	14	2	14	2	77	8	15
NMAR_RS06525	NC_010085.1	1112729	1115149	+	2421	0	0	10	2	12	12	99	30	21
NMAR_RS06530	NC_010085.1	1115220	1116212	-	993	232	341	279	184	272	322	2585	173	265
NMAR_RS06535	NC_010085.1	1116612	1116971	-	360	14	6	16	11	7	12	114	7	5
NMAR_RS06540	NC_010085.1	1117006	1118508	-	1503	52	41	48	12	26	24	50	14	28
NMAR_RS06545	NC_010085.1	1118505	1118783	-	279	18	0	41	2	8	5	48	8	4
NMAR_RS06550	NC_010085.1	1118837	1119916	+	1080	441	286	283	298	155	139	1592	145	135
NMAR_RS06555	NC_010085.1	1119907	1120962	-	1056	402	355	408	335	301	331	2922	214	221
NMAR_RS06560	NC_010085.1	1121044	1122180	+	1137	122	146	56	135	109	88	940	94	72
NMAR_RS06565	NC_010085.1	1122235	1122417	+	183	133	240	204	139	368	311	3067	114	250
NMAR_RS06570	NC_010085.1	1122422	1122703	+	282	556	688	717	544	904	884	7441	420	612
NMAR_RS06575	NC_010085.1	1122712	1124880	+	2169	1686	2136	1710	1361	1930	1860	19580	1405	1660
NMAR_RS06580	NC_010085.1	1124883	1125179	+	297	70	79	83	91	214	134	1525	96	129
NMAR_RS06585	NC_010085.1	1125183	1126076	-	894	1087	1108	877	849	707	886	6860	505	594
NMAR_RS06590	NC_010085.1	1126167	1127261	+	1095	5601	6158	5852	4736	5913	7191	57009	4513	4298
NMAR_RS06595	NC_010085.1	1127264	1127656	+	393	46	57	88	40	86	72	1101	61	98
NMAR_RS06600	NC_010085.1	1127657	1128040	-	384	42	109	144	82	110	214	1427	122	132
NMAR_RS06605	NC_010085.1	1128090	1128347	+	258	2964	3975	3703	2716	4027	4737	46163	2680	3416
NMAR_RS06610	NC_010085.1	1128406	1128594	+	189	171	157	81	169	120	164	1860	219	146
NMAR_RS06615	NC_010085.1	1128591	1130630	-	2040	2436	2636	2788	2125	3768	4358	31940	3710	2745
NMAR_RS06620	NC_010085.1	1130666	1131043	-	378	124	133	103	96	200	200	1646	121	174
NMAR_RS06625	NC_010085.1	1131195	1131659	-	465	106	162	156	173	179	193	1571	77	137
NMAR_RS06630	NC_010085.1	1131701	1132813	-	1113	1807	2565	2067	1739	2706	3221	21761	1513	2257
NMAR_RS06635	NC_010085.1	1132962	1133558	+	597	507	777	747	567	1307	1333	11886	684	819
NMAR_RS06640	NC_010085.1	1133560	1133748	+	189	37	34	63	38	85	91	939	67	56
NMAR_RS06645	NC_010085.1	1133788	1134606	+	819	56	130	43	76	135	80	1116	40	118
NMAR_RS06650	NC_010085.1	1134603	1135004	-	402	162	127	69	52	87	56	769	38	83
NMAR_RS06655	NC_010085.1	1135009	1135965	-	957	1492	2253	1517	1265	1805	2186	16876	1251	1702
NMAR_RS06660	NC_010085.1	1136059	1136877	-	819	303	363	196	217	345	314	3206	256	325
NMAR_RS06665	NC_010085.1	1136982	1137911	+	930	105	205	114	138	235	197	2463	170	202
NMAR_RS06670	NC_010085.1	1138022	1138813	+	792	578	769	482	421	430	553	5381	398	427
NMAR_RS06675	NC_010085.1	1138810	1140342	+	1533	371	480	434	279	421	430	3805	291	301
NMAR_RS06680	NC_010085.1	1140342	1141484	+	1143	112	97	129	92	140	188	1947	136	148
NMAR_RS06685	NC_010085.1	1141481	1143562	+	2082	364	313	327	211	244	212	3382	245	242
NMAR_RS06690	NC_010085.1	1143628	1144143	+	516	56894	77813	88419	55249	6137	9896	76033	3204	6954
NMAR_RS06695	NC_010085.1	1144197	1145837	+	1641	552	415	370	335	173	240	2513	222	201
NMAR_RS06700	NC_010085.1	1145848	1146222	+	375	340	288	175	215	272	194	1992	189	180
NMAR_RS06705	NC_010085.1	1146219	1147073	-	855	43	30	38	48	58	62	484	29	63
NMAR_RS06710	NC_010085.1	1147717	1148436	-	720	1610	1392	1738	1257	1331	1599	17217	1106	1131
NMAR_RS06715	NC_010085.1	1148438	1148926	-	489	401	640	599	428	470	494	5328	376	340
NMAR_RS06720	NC_010085.1	1149023	1149688	+	666	476	606	424	417	501	573	4977	304	410
NMAR_RS06725	NC_010085.1	1149923	1150747	-	825	94	186	169	146	217	188	1740	153	152
NMAR_RS06730	NC_010085.1	1150749	1151204	-	456	1784	2389	2414	2002	3759	3755	33973	2082	2475
NMAR_RS06735	NC_010085.1	1151421	1152080	+	660	58	185	127	90	158	182	1511	94	140
NMAR_RS06740	NC_010085.1	1152077	1152592	+	516	61	78	36	62	106	102	1100	101	81
NMAR_RS06745	NC_010085.1	1152589	1153482	-	894	2678	2932	3940	2617	7962	9063	67915	4706	5563
NMAR_RS06750	NC_010085.1	1153583	1154515	-	933	512	665	695	536	464	521	5109	461	415
NMAR_RS06755	NC_010085.1	1154583	1155977	-	1395	9318	9270	7188	6371	8939	10688	102585	6668	9441
NMAR_RS06760	NC_010085.1	1156106	1157467	+	1362	1111	1436	945	1073	1078	1268	9613	485	906
NMAR_RS06765	NC_010085.1	1157471	1158739	+	1269	585	1072	742	737	708	647	7143	409	516
NMAR_RS06770	NC_010085.1	1158813	1159763	+	951	3465	3849	3194	2961	4017	4699	44738	3615	3386
NMAR_RS06775	NC_010085.1	1159800	1160363	-	564	333	499	468	291	1156	731	8727	535	701
NMAR_RS06780	NC_010085.1	1160364	1160522	-	159	195	308	276	199	493	498	5340	112	314
NMAR_RS06785	NC_010085.1	1160560	1161111	-	552	83	41	14	55	64	90	581	44	56
NMAR_RS06790	NC_010085.1	1161103	1161918	+	816	81	59	61	84	89	64	747	59	127
NMAR_RS06795	NC_010085.1	1161915	1164413	-	2499	676	840	799	717	826	1114	10091	752	825
NMAR_RS06800	NC_010085.1	1164446	1165408	-	963	276	283	228	249	352	379	4365	278	297
NMAR_RS06805	NC_010085.1	1165522	1166622	+	1101	117	152	231	110	69	90	1250	76	94
NMAR_RS06810	NC_010085.1	1166630	1166953	-	324	260	278	249	157	146	199	2297	296	175
NMAR_RS06815	NC_010085.1	1167007	1167864	-	858	38	14	19	44	64	23	499	39	43
NMAR_RS06820	NC_010085.1	1167873	1168289	-	417	74	54	28	22	171	102	550	59	90
NMAR_RS06825	NC_010085.1	1168392	1169255	-	864	244	176	238	178	246	299	2139	219	154
NMAR_RS06830	NC_010085.1	1169600	1170037	-	438	160	259	198	213	458	390	3635	245	269
NMAR_RS06835	NC_010085.1	1170133	1170906	-	774	568	847	729	590	867	1041	8536	744	878
NMAR_RS06840	NC_010085.1	1171031	1171528	+	498	159	286	190	258	300	142	2297	128	150
NMAR_RS06845	NC_010085.1	1171587	1172039	+	453	97	62	83	139	119	109	1287	81	56
NMAR_RS06850	NC_010085.1	1172121	1172441	+	321	280	188	311	385	114	145	1491	138	106
NMAR_RS09790	NC_010085.1	1172483	1172647	-	165	0	10	6	8	2	9	88	0	9
NMAR_RS09795	NC_010085.1	1172720	1172881	+	162	42	25	16	42	56	41	409	33	47
NMAR_RS06855	NC_010085.1	1172926	1173567	-	642	245	251	345	222	337	383	2727	244	235
NMAR_RS06860	NC_010085.1	1173569	1174213	-	645	398	382	493	316	559	517	3269	378	401
NMAR_RS06865	NC_010085.1	1174343	1174807	-	465	7	2	5	23	4	3	31	0	16
NMAR_RS06870	NC_010085.1	1174917	1175300	-	384	17	20	11	35	51	75	451	23	58
NMAR_RS06875	NC_010085.1	1175356	1176114	-	759	504	372	464	320	329	503	3338	299	324
NMAR_RS06880	NC_010085.1	1176120	1176884	-	765	742	623	579	590	552	529	5666	473	494
NMAR_RS06885	NC_010085.1	1176884	1177909	-	1026	468	706	561	392	729	857	6520	563	638
NMAR_RS06890	NC_010085.1	1178045	1179244	+	1200	1807	1922	1657	1167	2540	2318	22934	1548	1581
NMAR_RS06895	NC_010085.1	1179241	1179408	+	168	368	273	415	295	485	478	5010	250	305
NMAR_RS06900	NC_010085.1	1179408	1180265	+	858	749	631	738	635	851	919	10329	920	900
NMAR_RS06905	NC_010085.1	1180294	1181340	+	1047	1124	1334	1296	1125	1521	1468	13524	912	1123
NMAR_RS06910	NC_010085.1	1181343	1182146	+	804	424	517	371	422	641	688	6034	448	434
NMAR_RS06915	NC_010085.1	1182139	1183320	+	1182	263	376	265	253	465	406	4975	568	346
NMAR_RS06920	NC_010085.1	1183307	1183726	+	420	88	64	74	91	131	142	1724	165	194
NMAR_RS06925	NC_010085.1	1183843	1185006	+	1164	250	412	366	238	419	527	3626	282	311
NMAR_RS06930	NC_010085.1	1185028	1185195	+	168	35	49	70	34	85	109	650	29	32
NMAR_RS06935	NC_010085.1	1185192	1186034	+	843	1332	1354	1244	1211	984	971	9237	821	685
NMAR_RS06940	NC_010085.1	1186038	1187165	+	1128	311	385	399	193	426	417	4628	246	358
NMAR_RS06945	NC_010085.1	1187165	1188202	+	1038	276	291	213	218	303	251	3526	289	313
NMAR_RS06950	NC_010085.1	1188243	1188863	+	621	130	285	186	107	288	219	2624	153	203
NMAR_RS06955	NC_010085.1	1188884	1190740	-	1857	30	18	29	10	78	98	1182	80	112
